pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
NGTS-2 b,NGTS-2,TIC 125739286,0.063,17.878355,235.1942,F5 V,6478.0,1.702,1.64,4.273,2.17,F5V,0.00100,0.1,1.23,40.5,2.35586372,1076.68559,5.81534768,1076.68559,6.56729118,1076.68559,8.43332534,1076.68559,9.04716352,1076.68559,7.55171129,973.43938
2M0437 b,2MASS J04372171+2651014,TIC 125843782,118.0,13.0,1271.313628,M V,3100.0,0.84,0.17,0.069,0.0025,M4.5V,0.00010,0.6,1.23,110.6,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
HATS-9 b,HATS-9,TIC 12611594,0.0312,13.85,266.02371,,5599.0,1.56,1.1,2.050,10.8,G6V,0.00100,0.1,1.23,49.0,1.67467774,2106.15734,4.13386957,2106.15734,4.66839244,2106.15734,5.99487235,2106.15734,6.43122234,2106.15734,6.47551830,2296.98888
HATS-10 b,HATS-10,TIC 126325985,0.04491,10.861521,167.17858,,5880.0,1.105,1.101,1.309,3.3,G1V,0.00100,0.1,1.23,43.9,0.63031316,649.10341,1.55590076,649.10341,1.75708383,649.10341,2.25634271,649.10341,2.42057559,649.10341,2.14457968,622.90885
K2-38 c,K2-38,TIC 12666215,0.09514,2.29,8.3,G2 V,5731.0,1.06,1.03,1.090,6.7,G3V,0.00100,0.1,1.23,21.3,0.44461671,120.42141,1.09751711,120.42141,1.23942966,120.42141,1.59160197,120.42141,1.70745023,120.42141,1.64277784,125.49359
K2-38 b,K2-38,TIC 12666215,0.04994,1.54,7.3,G2 V,5731.0,1.06,1.03,1.090,6.7,G3V,0.00100,0.1,1.23,24.3,0.63442629,437.05181,1.56605387,437.05181,1.76854976,437.05181,2.27106658,437.05181,2.43637116,437.05181,2.34408974,455.46056
WASP-132 b,WASP-132,TIC 127530399,0.0674,10.09929161,136.030558196,K4 V,4686.0,0.758,0.789,0.266,7.2,K4V,0.00100,0.1,1.23,41.0,0.06903857,58.55449,0.17041873,58.55449,0.19245442,58.55449,0.24713854,58.55449,0.26512707,58.55449,0.25695856,61.46902
WASP-132 c,WASP-132,TIC 127530399,0.01833,1.841,6.26,K4 V,4686.0,0.758,0.789,0.266,7.2,K4V,0.00100,0.1,1.23,20.6,2.66992817,791.68984,6.59060220,791.68984,7.44278864,791.68984,9.55758719,791.68984,10.25325724,791.68984,9.93735668,831.09595
WASP-44 b,WASP-44,TIC 12862099,0.03453,12.3299,276.5121,G8 V,5420.0,0.906,0.935,0.634,10.3,G9V,0.00100,0.1,1.23,52.9,0.27619705,531.90839,0.68178047,531.90839,0.76993691,531.90839,0.98870726,531.90839,1.06067250,531.90839,1.06349368,577.66694
HD 217958 b,HD 217958,TIC 12973036,3.758,14.2,166.542085268,,5930.64,1.32619,1.08,1.960,nan,G0V,0.00100,0.1,1.23,38.3,0.00030349,0.13880,0.00074915,0.13880,0.00084602,0.13880,0.00108641,0.13880,0.00116549,0.13880,nan,nan
CoRoT-25 b,CoRoT-25,TIC 130038122,0.0578,12.11,85.81,F9,6040.0,1.19,1.09,1.384,4.5,F9V,0.00100,0.1,1.23,29.8,2.11564481,414.14681,5.22237770,414.14681,5.89764823,414.14681,7.57340964,414.14681,8.12465695,414.14681,7.48165452,413.07985
OGLE-TR-10 b,OGLE-TR-10,TIC 130150682,0.0434,14.011,197.046,G2 V,5950.0,1.17,1.14,1.542,3.1,G0V,0.00100,0.1,1.23,41.9,1.22807390,818.50350,3.03144731,818.50350,3.42342337,818.50350,4.39615699,818.50350,4.71614097,818.50350,4.14379990,778.96799
HD 63433 c,HD 63433,TIC 130181866,0.146,2.692,15.539,G5 V,5553.0,0.934,0.956,0.748,0.414,G7V,0.00100,0.1,1.23,26.9,0.06004891,35.09088,0.14822814,35.09088,0.16739452,35.09088,0.21495810,35.09088,0.23060430,35.09088,0.13282380,21.89222
HD 63433 b,HD 63433,TIC 130181866,0.072,2.14,21.755,G5 V,5553.0,0.934,0.956,0.748,0.414,G7V,0.00100,0.1,1.23,35.6,0.06328342,144.28959,0.15621239,144.28959,0.17641117,144.28959,0.22653674,144.28959,0.24302572,144.28959,0.13997831,90.01825
WASP-61 b,WASP-61,TIC 13021029,0.0521,15.80469,851.7844,,6250.0,1.55,1.82,2.663,2.7,F7V,0.00100,0.1,1.23,82.1,0.11307457,981.14807,0.27911968,981.14807,0.31521077,981.14807,0.40477496,981.14807,0.43423739,981.14807,0.37433445,916.12387
CoRoT-6 b,CoRoT-6,TIC 130502317,0.0855,13.068,940.74,F9 V,6090.0,1.025,1.05,1.061,2.5,F9V,0.00100,0.1,1.23,94.9,0.00775207,145.14356,0.01913565,145.14356,0.02160995,145.14356,0.02775022,145.14356,0.02977008,145.14356,0.02538126,134.03492
NGTS-17 b,NGTS-17,TIC 1309019,0.0391,13.89913607,242.820902948,G4 V,5650.0,1.337,1.025,1.743,9.22,G5V,0.00100,0.1,1.23,46.7,1.09943504,1139.84680,2.71390784,1139.84680,3.06482501,1139.84680,3.93566627,1139.84680,4.22213242,1139.84680,4.19088302,1225.48287
TOI-757 b,TOI-757,TIC 130924120,0.122,2.5,10.5,K0 V,5278.0,0.78,0.8,0.420,7.5,K0V,0.00100,0.1,1.23,22.9,0.08470393,28.21827,0.20908799,28.21827,0.23612376,28.21827,0.30321611,28.21827,0.32528636,28.21827,0.31655135,29.74375
NGTS-15 b,NGTS-15,TIC 1333933,0.0441,12.32987877,238.689133657,G6 V,5600.0,0.954,0.995,0.821,3.28,G6V,0.00100,0.1,1.23,49.2,0.29414113,422.09754,0.72607465,422.09754,0.81995848,422.09754,1.05294199,422.09754,1.12958269,422.09754,0.99998616,404.73974
TOI-500 b,TOI-500,TIC 134200185,0.01189,1.166,1.42,K6 V,4440.0,0.678,0.74,0.200,5.0,K5V,0.00100,0.1,1.23,12.3,23.49995668,1411.29009,58.00862655,1411.29009,65.50933185,1411.29009,84.12319379,1411.29009,90.24628589,1411.29009,84.12319379,1424.91768
HD 183263 c,HD 183263,TIC 134245358,5.585,12.5,2958.98246917,G2 IV,5948.0,1.23,1.06,1.779,8.13,G0V,0.00100,0.1,1.23,172.0,0.00000027,0.05704,0.00000067,0.05704,0.00000075,0.05704,0.00000096,0.05704,0.00000104,0.05704,0.00000102,0.06060
KELT-14 b,KELT-14,TIC 134537478,0.03005,19.537287,408.09372,G4,5720.0,1.52,1.239,1.900,5.11,G3V,0.00100,0.1,1.23,51.1,1.99556465,2104.07418,4.92596501,2104.07418,5.56290841,2104.07418,7.14355663,2104.07418,7.66351615,2104.07418,7.16117254,2129.63011
HD 136352 b,HD 136352,TIC 136916387,0.0964,1.664,4.72,G4 V,5664.0,1.058,0.87,1.038,12.3,G5V,0.00100,0.1,1.23,18.8,0.48927577,111.69814,1.20775607,111.69814,1.36392289,111.69814,1.75146878,111.69814,1.87895329,111.69814,1.91325026,123.19379
HD 136352 d,HD 136352,TIC 136916387,0.425,2.562,8.82,G4 V,5664.0,1.058,0.87,1.038,12.3,G5V,0.00100,0.1,1.23,20.7,0.02631202,5.74675,0.06495008,5.74675,0.07334834,5.74675,0.09418958,5.74675,0.10104537,5.74675,0.10288978,6.33819
HD 136352 c,HD 136352,TIC 136916387,0.1721,2.916,11.24,G4 V,5664.0,1.058,0.87,1.038,12.3,G5V,0.00100,0.1,1.23,21.9,0.14568002,35.04598,0.35960484,35.04598,0.40610292,35.04598,0.52149325,35.04598,0.55945129,35.04598,0.56966308,38.65281
HD 112570 b,HD 112570,TIC 137004295,3.9,13.1,1086.97315194,K0 III,4750.0,9.85,1.15,44.320,5.45,K3V,0.00100,0.1,1.23,101.8,0.00011743,2.91387,0.00028987,2.91387,0.00032735,2.91387,0.00042037,2.91387,0.00045096,2.91387,0.00042444,2.97053
Kepler-323 c,Kepler-323,TIC 137150039,0.0458,1.57,6.8,,6004.0,1.12,1.015,1.416,5.4,F9.5V,0.00100,0.1,1.23,23.3,1.19616746,674.80617,2.95268764,674.80617,3.33447981,674.80617,4.28194096,674.80617,4.59361147,674.80617,4.31904847,687.22655
Kepler-323 b,Kepler-323,TIC 137150039,0.02778,1.381,3.9,,6004.0,1.12,1.015,1.416,5.4,F9.5V,0.00100,0.1,1.23,18.8,6.72711958,1834.19505,16.60560368,1834.19505,18.75276259,1834.19505,24.08118412,1834.19505,25.83398619,1834.19505,24.28987281,1867.95498
Kepler-93 b,Kepler-93,TIC 137151335,0.05343,1.478,4.66,,5669.0,0.919,0.911,0.784,6.6,G5V,0.00100,0.1,1.23,19.9,0.86489409,274.65003,2.13495365,274.65003,2.41101014,274.65003,3.09607605,274.65003,3.32143077,274.65003,3.19067291,285.77472
Kepler-416 b,Kepler-416,TIC 137217372,0.0674,2.48,58.2,,5718.0,1.075,1.0,1.066,2.69,G3V,0.00100,0.1,1.23,54.2,0.02238881,234.74168,0.05526582,234.74168,0.06241187,234.74168,0.08014562,234.74168,0.08597919,234.74168,0.07407944,219.06934
Kepler-49 e,Kepler-49,TIC 137555411,0.116,1.56,1.03815,M1 V,4252.0,0.559,0.549,0.074,2.88,K6V,0.00100,0.1,1.23,9.1,0.41029801,5.49938,1.01280288,5.49938,1.14376161,5.49938,1.46875074,5.49938,1.57565700,5.49938,1.37061194,5.18148
