pl_name,hostname,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
TOI-2529 b,TOI-2529,0.327,11.54525012,743.71847238,,5802.0,2.90998,7.23,G2V,0.00100,0.1,1.23,89.7,0.00111367,27.21413,0.00274905,27.21413,0.00310451,27.21413,0.00398663,27.21413,0.00427680,27.21413,0.00414676,28.58064
TOI-2537 b,TOI-2537,0.3715,11.25381662,415.401727949,,4870.0,0.30100,1.1,K3V,0.00100,0.1,1.23,67.9,0.00026496,2.18098,0.00065405,2.18098,0.00073862,2.18098,0.00094849,2.18098,0.00101753,2.18098,0.00075333,1.74895
TOI-2567 b,TOI-2567,0.0672,10.92875618,63.883509807,,5611.0,2.53998,7.6,G6V,0.00100,0.1,1.23,27.0,2.64603414,562.45976,6.53162083,562.45976,7.37618078,562.45976,9.47205334,562.45976,10.16149762,562.45976,9.90159157,593.64363
TOI-2570 b,TOI-2570,0.04145,13.64132951,260.61929374,,5771.0,1.19900,4.4,G2V,0.00100,0.1,1.23,48.9,0.38361645,697.86422,0.94694060,697.86422,1.06938312,697.86422,1.37323830,697.86422,1.47319248,697.86422,1.35299980,694.21859
TOI-2580 b,TOI-2580,0.048,17.37392009,200.23189641,F,6120.0,4.13000,2.0,F8V,0.00100,0.1,1.23,38.0,3.44876641,1792.53451,8.51313069,1792.53451,9.61390636,1792.53451,12.34560764,1792.53451,13.24420990,1792.53451,10.91506608,1600.12868
TOI-2589 b,TOI-2589,0.3,12.10569916,1112.3994245,,5579.0,0.99001,11.0,G6V,0.00100,0.1,1.23,107.2,0.00023196,11.00012,0.00057259,11.00012,0.00064662,11.00012,0.00083035,11.00012,0.00089079,11.00012,0.00089838,12.01616
TOI-260 b,TOI-260,0.0943,1.71,4.23,K8 V,4026.0,0.08730,15.9,K8V,0.00100,0.1,1.23,17.6,0.04035186,9.81718,0.09960681,9.81718,0.11248630,9.81718,0.14444823,9.81718,0.15496221,9.81718,0.16111650,11.05574
TOI-2641 b,TOI-2641,0.0607,18.10250383,122.681765102,F9 V,6100.0,2.18998,10.8,F9V,0.00100,0.1,1.23,29.1,3.44578239,594.37785,8.50576477,594.37785,9.60558800,594.37785,12.33492569,594.37785,13.23275045,594.37785,13.32389290,648.23235
TOI-2714 b,TOI-2714,0.036,13.72,228.0,,5665.0,1.44601,5.5,G5V,0.00100,0.1,1.23,45.6,0.81531786,1115.74513,2.01257687,1115.74513,2.27280964,1115.74513,2.91860717,1115.74513,3.13104443,1115.74513,2.94986449,1138.58355
TOI-2796 b,TOI-2796,0.0569,17.26183028,139.84449908,,5764.0,1.13600,4.0,G2V,0.00100,0.1,1.23,31.8,1.35735840,350.87746,3.35058050,350.87746,3.78382152,350.87746,4.85895890,350.87746,5.21262894,350.87746,4.73257025,345.05061
TOI-2818 b,TOI-2818,0.0493,15.27784069,225.65816897,,5721.0,1.45999,9.5,G3V,0.00100,0.1,1.23,43.0,0.61874156,600.69797,1.52733678,600.69797,1.72482643,600.69797,2.21491967,600.69797,2.37613748,600.69797,2.36506782,647.61257
TOI-283 b,TOI-283,0.123,2.34,6.54,K,5213.0,0.46000,10.4,K1V,0.00100,0.1,1.23,18.7,0.13397111,30.40533,0.33070190,30.40533,0.37346274,30.40533,0.47957867,30.40533,0.51448586,30.40533,0.51629958,33.04952
TOI-2842 b,TOI-2842,0.0475,12.84549188,117.59651059,,5910.0,1.75999,4.7,G0V,0.00100,0.1,1.23,33.8,1.75855293,780.05061,4.34091183,780.05061,4.90220594,780.05061,6.29512176,780.05061,6.75332607,780.05061,6.25055568,782.00722
TOI-2876 b,TOI-2876,0.0654,9.6397234,54.03082919,,5271.0,0.52901,3.8,K0V,0.00100,0.1,1.23,26.5,0.55819285,123.68143,1.37787491,123.68143,1.55603865,123.68143,1.99817243,123.68143,2.14361382,123.68143,1.93386782,120.85700
TOI-2886 b,TOI-2886,0.02871,18.6405349,444.9597698,,6240.0,2.10000,1.7,F7V,0.00100,0.1,1.23,54.6,1.22590425,2547.73126,3.02609160,2547.73126,3.41737515,2547.73126,4.38839024,2547.73126,4.70780889,2547.73126,3.77796608,2214.52157
TOI-2977 b,TOI-2977,0.03386,13.15934334,533.95172376,,5691.0,1.08901,9.8,G4V,0.00100,0.1,1.23,71.2,0.11166680,949.85233,0.27564467,949.85233,0.31128643,949.85233,0.39973555,949.85233,0.42883118,949.85233,0.42804713,1026.94787
TOI-2981 b,TOI-2981,0.048,13.4,638.0,,5940.0,1.30599,4.5,G0V,0.00100,0.1,1.23,77.1,0.04928331,566.83613,0.12165372,566.83613,0.13738395,566.83613,0.17642031,566.83613,0.18926145,566.83613,0.17428290,565.37580
TOI-2986 b,TOI-2986,0.04489,9.292245,96.619835728,,5906.0,2.33201,6.3,G0V,0.00100,0.1,1.23,36.1,1.46294996,1157.25959,3.61122870,1157.25959,4.07817239,1157.25959,5.23694681,1157.25959,5.61812952,1157.25959,5.37085183,1198.31027
TOI-2992 b,TOI-2992,0.0434,13.75341932,1058.36859531,,6000.0,2.78997,4.6,F9.5V,0.00100,0.1,1.23,98.1,0.05059971,1481.22332,0.12490319,1481.22332,0.14105359,1481.22332,0.18113264,1481.22332,0.19431678,1481.22332,0.17940033,1481.22332
TOI-3023 b,TOI-3023,0.0505,16.43236571,197.05361234,,5760.0,2.77997,7.0,G2V,0.00100,0.1,1.23,38.7,1.83213737,1090.07717,4.52255186,1090.07717,5.10733262,1090.07717,6.55853326,1090.07717,7.03591056,1090.07717,6.79977242,1141.08601
TOI-3071 b,TOI-3071,0.0249,7.16,68.2,,6177.0,2.61018,0.95,F8V,0.00100,0.1,1.23,34.5,4.88664669,4209.89540,12.06247597,4209.89540,13.62219359,4209.89540,17.49281208,4209.89540,18.76606497,4209.89540,13.47372458,3273.95591
TOI-3135 b,TOI-3135,0.04756,13.65253849,327.36325921,,5890.0,1.05000,1.8,G1V,0.00100,0.1,1.23,54.7,0.16212724,464.20125,0.40020407,464.20125,0.45195177,464.20125,0.58036962,464.20125,0.62261310,464.20125,0.50443856,407.36471
TOI-3261 b,TOI-3261,0.01714,3.82,30.3,K1.5+/-1,5068.0,0.43000,6.5,K2V,0.00100,0.1,1.23,31.5,1.30714123,1463.68750,3.22662158,1463.68750,3.64383431,1463.68750,4.67919564,1463.68750,5.01978121,1463.68750,4.81453574,1520.56525
TOI-329 b,TOI-329,0.0638,4.94057819,40.4,,5614.0,2.11398,8.7,G6V,0.00100,0.1,1.23,32.0,0.56441502,519.34821,1.39323405,519.34821,1.57338378,519.34821,2.02044601,519.34821,2.16750863,519.34821,2.13981338,555.34233
TOI-332 b,TOI-332,0.0159,3.2,57.2,K0 V,5251.0,0.60058,5.0,K0V,0.00100,0.1,1.23,47.3,0.34994754,2375.61332,0.86383037,2375.61332,0.97552646,2375.61332,1.25271315,2375.61332,1.34389464,2375.61332,1.25271315,2398.55254
TOI-3321 b,TOI-3321,0.047,15.55806521,176.076937478,,5850.0,2.53998,8.1,G1V,0.00100,0.1,1.23,37.6,2.05430731,1149.83172,5.07096873,1149.83172,5.72666158,1149.83172,7.35383874,1149.83172,7.88910410,1149.83172,7.73530988,1221.15666
TOI-333 b,TOI-333,0.049,4.26,20.1,,6241.0,1.64282,1.0,F7V,0.00100,0.1,1.23,24.3,1.92576744,684.22327,4.75367362,684.22327,5.36833918,684.22327,6.89370238,684.22327,7.39547570,684.22327,5.36833918,537.97085
TOI-3362 b,TOI-3362,0.153,12.80065596,1598.359058803,,6532.0,5.47999,2.14,F5V,0.00100,0.1,1.23,124.9,0.00282693,234.09770,0.00697814,234.09770,0.00788044,234.09770,0.01011959,234.09770,0.01085617,234.09770,0.00904228,211.19581
TOI-3364 b,TOI-3364,0.0675,12.22899794,530.77343969,,5706.0,1.93001,5.4,G3V,0.00100,0.1,1.23,73.7,0.04044604,423.59659,0.09983930,423.59659,0.11274885,423.59659,0.14478538,423.59659,0.15532390,423.59659,0.14604010,431.39325
TOI-3464 b,TOI-3464,0.0515,13.7646283,397.28550875,,6370.0,3.62001,2.1,F6V,0.00100,0.1,1.23,60.1,0.33170565,1364.88337,0.81880106,1364.88337,0.92467472,1364.88337,1.18741236,1364.88337,1.27384079,1364.88337,1.05790155,1227.75784
TOI-3474 b,TOI-3474,0.0502,14.67255574,193.87532827,,6020.0,1.85999,4.7,F9V,0.00100,0.1,1.23,40.6,0.91231348,738.07852,2.25200637,738.07852,2.54319817,738.07852,3.26582406,738.07852,3.50353427,738.07852,3.24270379,739.92985
TOI-3486 b,TOI-3486,0.03138,10.5700688,99.162462984,,4930.0,0.32900,5.8,K3V,0.00100,0.1,1.23,34.2,0.59020416,334.11358,1.45689345,334.11358,1.64527454,334.11358,2.11276387,334.11358,2.26654604,334.11358,2.14778579,342.93168
TOI-3568 b,TOI-3568,0.0485,5.3,26.4,,4969.0,2.13796,6.1,K2V,0.00100,0.1,1.23,25.0,2.85565406,908.90088,7.04905851,908.90088,7.96052485,908.90088,10.22243329,908.90088,10.96649563,908.90088,10.44815661,937.94073
TOI-3593 b,TOI-3593,0.0481,11.02963701,565.73456446,,5550.0,0.72200,1.8,G7V,0.00100,0.1,1.23,80.1,0.01924320,312.06844,0.04750102,312.06844,0.05364306,312.06844,0.06888523,312.06844,0.07389919,312.06844,0.05987282,273.85895
TOI-3629 b,TOI-3629,0.043,8.29464572,82.63538582,M1,3870.0,0.07500,7.0,M0V,0.00100,0.6,1.23,35.3,0.04986018,40.56235,0.29916106,98.59362,0.44334433,129.38214,0.80115170,182.06872,0.91885363,194.64952,0.86063152,197.47463
TOI-3682 b,TOI-3682,0.048,12.80065596,69.286592726,,5703.0,2.86999,4.2,G3V,0.00100,0.1,1.23,26.0,8.00506952,1245.65428,19.76016785,1245.65428,22.31522223,1245.65428,28.65588323,1245.65428,30.74166487,1245.65428,28.07676215,1232.26534
TOI-3693 b,TOI-3693,0.0813,12.59889431,324.18497514,,5321.0,0.45300,3.0,K0V,0.00100,0.1,1.23,56.7,0.01918226,68.53602,0.04735058,68.53602,0.05347316,68.53602,0.06866706,68.53602,0.07366514,68.53602,0.06443870,64.93678
TOI-375 b,TOI-375,0.099,10.77183045,236.782163215,,5259.9,5.75400,2.94,K0V,0.00100,0.1,1.23,52.4,0.19250388,587.08314,0.47518750,587.08314,0.53663080,587.08314,0.68910940,587.08314,0.73926775,587.08314,0.64489278,554.71822
TOI-3757 b,TOI-3757,0.03845,12.0,85.3,M0 V,3913.0,0.08700,7.1,K9V,0.00100,0.1,1.23,29.8,0.20556175,58.84740,0.50742029,58.84740,0.57303139,58.84740,0.73585288,58.84740,0.78941356,58.84740,0.76401505,61.68957
TOI-3785 b,TOI-3785,0.043,5.14,14.95,M2 V,3576.0,0.03670,8.0,M2V,0.00100,0.6,1.23,19.1,0.17738193,19.84875,1.06429158,48.24572,1.57723617,63.31175,2.85016711,89.09336,3.26890200,95.24964,3.14131334,99.14248
TOI-3807 b,TOI-3807,0.0421,18.49481816,330.54154328,,5772.0,2.15001,5.6,G2V,0.00100,0.1,1.23,47.3,1.03310204,1213.04192,2.55016771,1213.04192,2.87991274,1213.04192,3.69821292,1213.04192,3.96739550,1213.04192,3.74521014,1240.31950
TOI-3819 b,TOI-3819,0.04611,13.13692538,352.78953177,,5859.0,2.50998,4.5,G1V,0.00100,0.1,1.23,57.9,0.31629978,1180.53741,0.78077233,1180.53741,0.88172875,1180.53741,1.13226369,1180.53741,1.21467800,1180.53741,1.11854583,1177.49601
TOI-3837 b,TOI-3837,0.099,10.87271128,187.51876013,,5905.0,1.57101,11.2,G0V,0.00100,0.1,1.23,46.4,0.08617932,160.29117,0.21272992,160.29117,0.24023659,160.29117,0.30849756,160.29117,0.33095224,160.29117,0.33429492,175.37236
TOI-3856 b,TOI-3856,0.0325,13.59649359,171.62733978,,5622.0,1.00201,2.6,G6V,0.00100,0.1,1.23,39.7,1.19063986,948.64403,2.93904300,948.64403,3.31907088,948.64403,4.26215373,948.64403,4.57238399,948.64403,3.92047723,881.02167
TOI-3877 b,TOI-3877,0.0529,11.67975789,99.798119798,,5731.0,2.03002,5.9,G3V,0.00100,0.1,1.23,32.7,1.70692632,725.41855,4.21347378,725.41855,4.75828974,725.41855,6.11031312,725.41855,6.55506573,725.41855,6.22304515,745.93610
TOI-3894 b,TOI-3894,0.05354,15.27784069,260.61929374,,6000.0,2.62398,5.7,F9.5V,0.00100,0.1,1.23,46.2,0.70687950,915.38389,1.74490147,915.38389,1.97052294,915.38389,2.53042854,915.38389,2.71461136,915.38389,2.56753245,937.77492
TOI-3912 b,TOI-3912,0.0463,14.28024141,129.038333242,,5725.0,1.87599,7.5,G3V,0.00100,0.1,1.23,33.6,2.25116067,875.12082,5.55689274,875.12082,6.27541716,875.12082,8.05851806,875.12082,8.64507506,875.12082,8.41292625,922.42996
TOI-3919 b,TOI-3919,0.0795,12.31866979,1233.17421916,,6100.0,2.16800,3.1,F9V,0.00100,0.1,1.23,111.9,0.00620208,343.02498,0.01530958,343.02498,0.01728915,343.02498,0.02220170,343.02498,0.02381770,343.02498,0.02092724,326.45612
TOI-3980 b,TOI-3980,0.0494,14.4595851,187.51876013,,5840.0,2.77000,4.7,G1V,0.00100,0.1,1.23,40.3,1.43540174,1135.07903,3.54322710,1135.07903,4.00137796,1135.07903,5.13833196,1135.07903,5.51233678,1135.07903,5.10195534,1137.92616
TOI-4010 b,TOI-4010,0.0229,3.02,11.0,K V,4960.0,0.39847,6.1,K3V,0.00100,0.1,1.23,21.3,2.54409785,759.85204,6.27999548,759.85204,7.09201946,759.85204,9.10715024,759.85204,9.77003424,759.85204,9.30824680,784.12971
TOI-4010 c,TOI-4010,0.058,5.93,20.31,K V,4960.0,0.39847,6.1,K3V,0.00100,0.1,1.23,20.7,0.88075996,118.45244,2.17411786,118.45244,2.45523842,118.45244,3.15287137,118.45244,3.38236007,118.45244,3.22249047,122.23706
TOI-4010 d,TOI-4010,0.113,6.18,38.15,K V,4960.0,0.39847,6.1,K3V,0.00100,0.1,1.23,27.8,0.07443698,31.20636,0.18374448,31.20636,0.20750324,31.20636,0.26646334,31.20636,0.28585846,31.20636,0.27234716,32.20342
TOI-4087 b,TOI-4087,0.04469,13.04725353,232.01473711,,6060.0,1.50000,0.8,F9V,0.00100,0.1,1.23,47.1,0.45578998,751.05076,1.12509784,751.05076,1.27057667,751.05076,1.63159911,751.05076,1.75035865,751.05076,1.20912391,561.95317
TOI-411 b,HD 22946,0.05727,1.362,13.71,F7/F8V,6169.0,1.61879,2.5,F8V,0.00100,0.1,1.23,35.5,0.09758012,493.55509,0.24087231,493.55509,0.27201789,493.55509,0.34930922,493.55509,0.37473447,493.55509,0.31948961,455.78057
TOI-411 c,HD 22946,0.1017,2.328,9.72,F7/F8V,6169.0,1.61879,2.5,F8V,0.00100,0.1,1.23,22.8,0.30742120,156.51216,0.75885593,156.51216,0.85697848,156.51216,1.10048087,156.51216,1.18058180,156.51216,1.00653571,144.53342
TOI-4127 b,TOI-4127,0.3081,12.28504285,731.0053361,F V,6096.0,2.07200,4.8,F9V,0.00100,0.1,1.23,86.2,0.00111395,21.82763,0.00274973,21.82763,0.00310528,21.82763,0.00398762,21.82763,0.00427787,21.82763,0.00396904,21.93572
TOI-4137 b,TOI-4137,0.05222,13.57407563,457.67290608,,6202.0,2.74998,2.1,F8V,0.00100,0.1,1.23,64.9,0.17711118,1008.45440,0.43719128,1008.45440,0.49372154,1008.45440,0.63400789,1008.45440,0.68015555,1008.45440,0.56485678,907.13816
TOI-4153 b,TOI-4153,0.06311,16.11851425,365.50266805,,6860.0,5.16999,0.4,F2V,0.00100,0.1,1.23,53.2,0.59848997,1298.05663,1.47734660,1298.05663,1.66837235,1298.05663,2.14242470,1298.05663,2.29836580,1298.05663,1.30890730,800.70114
TOI-4201 b,TOI-4201,0.04,13.67495645,788.21444936,M1.0+/-0.5,3794.0,0.07600,1.4,M0.5V,0.00100,0.6,1.23,84.9,0.00287573,47.49961,0.01725439,115.45580,0.02557030,151.50999,0.04620717,213.20740,0.05299574,227.93985,0.03053768,142.26641
TOI-4214 b,TOI-4214,0.05018,10.68215861,165.27077164,,6370.0,3.03997,1.1,F6V,0.00100,0.1,1.23,44.0,0.79243374,1207.28189,1.95608841,1207.28189,2.20901705,1207.28189,2.83668851,1207.28189,3.04316314,1207.28189,2.25300673,968.12851
TOI-4377 b,TOI-4377,0.0579,15.10970598,304.161785499,,4974.0,6.64003,3.88,K2V,0.00100,0.1,1.23,50.2,1.08627787,1980.67342,2.68142993,1980.67342,3.02814760,1980.67342,3.88856732,1980.67342,4.17160527,1980.67342,3.77320625,1940.47156
TOI-4406 b,TOI-4406,0.201,11.2089807,95.3485221,,6219.0,2.30001,2.9,F8V,0.00100,0.1,1.23,32.6,0.12971125,56.92957,0.32018660,56.92957,0.36158778,56.92957,0.46432955,56.92957,0.49812680,56.92957,0.43371814,53.68990
TOI-4438 b,TOI-4438,0.0534,2.52,5.4,M3.5 V,3422.0,0.01706,5.1,M3V,0.00100,0.6,1.23,16.4,0.04829264,5.98270,0.28975581,14.54197,0.42940615,19.08309,0.77596450,26.85405,0.88996603,28.70964,0.77947993,27.23619
TOI-4495 b,TOI-4495,0.03957,2.483,7.7,,6210.0,2.32573,1.9,F8V,0.00100,0.1,1.23,19.7,5.64086783,1485.34692,13.92423824,1485.34692,15.72468783,1485.34692,20.19271032,1485.34692,21.66248125,1485.34692,17.70676122,1315.06101
TOI-4495 c,TOI-4495,0.06323,4.03,23.2,,6210.0,2.32573,1.9,F8V,0.00100,0.1,1.23,26.8,1.04045217,581.71952,2.56831118,581.71952,2.90040223,581.71952,3.72452430,581.71952,3.99562201,581.71952,3.26599359,515.02895
TOI-4504 c,TOI-4504,0.3569,11.09689089,1197.3231748504,K1 V,5315.0,0.62000,10.0,K0V,0.00100,0.1,1.23,116.1,0.00006824,4.86740,0.00016845,4.86740,0.00019023,4.86740,0.00024428,4.86740,0.00026207,4.86740,0.00026207,5.27210
TOI-4504 d,TOI-4504,0.2219,13.6,450.2357213562,K1 V,5315.0,0.62000,10.0,K0V,0.00100,0.1,1.23,64.3,0.00229817,12.59144,0.00567293,12.59144,0.00640645,12.59144,0.00822679,12.59144,0.00882559,12.59144,0.00882559,13.63837
TOI-4507 b,TOI-4507,0.456,8.2,20.0,F,6260.0,1.41000,0.7,F7V,0.00100,0.1,1.23,17.5,0.13748053,6.78095,0.33936474,6.78095,0.38324571,6.78095,0.49214139,6.78095,0.52796298,6.78095,0.35315383,4.91290
TOI-4515 b,TOI-4515,0.118,12.17,637.0,G8/G9,5433.0,0.58101,1.2,G8V,0.00100,0.1,1.23,80.9,0.00272633,41.72689,0.00672982,41.72689,0.00760001,41.72689,0.00975948,41.72689,0.01046985,41.72689,0.00788666,34.04517
TOI-4551 b,TOI-4551,0.0994,11.85910158,473.56432643,,4896.0,6.34995,4.92,K3V,0.00100,0.1,1.23,70.6,0.07030140,642.68362,0.17353596,642.68362,0.19597473,642.68362,0.25165910,642.68362,0.26997667,642.68362,0.25119712,647.69826
TOI-4562 b,TOI-4562,0.768,12.53,732.0,F7 V,6096.0,1.78999,0.7,F9V,0.00100,0.1,1.23,85.5,0.00016388,3.03478,0.00040453,3.03478,0.00045684,3.03478,0.00058665,3.03478,0.00062935,3.03478,0.00042097,2.19875
TOI-4562 c,TOI-4562,5.219,12.8,1833.86990839,F7 V,6096.0,1.78999,0.7,F9V,0.00100,0.1,1.23,133.8,0.00000060,0.06572,0.00000149,0.06572,0.00000168,0.06572,0.00000216,0.06572,0.00000231,0.06572,0.00000155,0.04761
TOI-4600 b,TOI-4600,0.349,6.8,959.84178914,K V,5170.0,0.42000,2.3,K1V,0.00100,0.1,1.23,132.8,0.00001731,3.44825,0.00004273,3.44825,0.00004825,3.44825,0.00006196,3.44825,0.00006647,3.44825,0.00005598,3.14529
TOI-4600 c,TOI-4600,1.152,9.42,2946.26933289,K V,5170.0,0.42000,2.3,K1V,0.00100,0.1,1.23,197.7,0.00000045,0.31648,0.00000111,0.31648,0.00000125,0.31648,0.00000160,0.31648,0.00000172,0.31648,0.00000145,0.28867
TOI-4603 b,TOI-4603,0.0888,11.67975789,4096.80816623,F,6264.0,10.39992,1.64,F7V,0.00100,0.1,1.23,209.4,0.00184155,1318.87631,0.00454579,1318.87631,0.00513357,1318.87631,0.00659223,1318.87631,0.00707206,1318.87631,0.00564062,1139.38942
TOI-4641 b,TOI-4641,0.173,8.18255591,1229.99593509,,6560.0,4.95005,2.69,F5V,0.00100,0.1,1.23,137.1,0.00088094,165.39325,0.00217456,165.39325,0.00245574,165.39325,0.00315352,165.39325,0.00338305,165.39325,0.00291483,154.35091
TOI-4666 b,TOI-4666,0.034,12.53164042,155.418091023,M2&plusmn;0.5,3793.0,0.06380,3.0,M0.5V,0.00100,0.6,1.23,39.4,0.06613816,55.19023,0.39682897,134.14914,0.58808414,176.04083,1.06270583,247.72762,1.21883422,264.84539,0.93062187,219.03227
TOI-469.01,TOI-469,0.111,3.41,9.1,,5289.0,0.70923,11.2,K0V,0.00100,0.1,1.23,18.3,0.40540930,57.56308,1.00073533,57.56308,1.13013368,57.56308,1.45125057,57.56308,1.55688304,57.56308,1.57260786,62.97897
TOI-4734 b,TOI-4734,0.074,10.9175472,61.658710958,,6070.0,4.20998,3.2,F9V,0.00100,0.1,1.23,26.6,3.87054596,768.80564,9.55427529,768.80564,10.78967436,768.80564,13.85545908,768.80564,14.86395922,768.80564,13.11567768,734.78429
TOI-4773 b,TOI-4773,0.03216,15.22179579,1687.66884117,,6740.0,4.45000,1.07,F3V,0.00100,0.1,1.23,117.7,0.07836469,4302.56975,0.19343986,4302.56975,0.21845227,4302.56975,0.28052343,4302.56975,0.30094194,4302.56975,0.22155018,3430.87086
TOI-4791 b,TOI-4791,0.0555,12.44196858,734.18362017,,6058.0,2.39999,3.3,F9V,0.00100,0.1,1.23,85.9,0.04094975,779.15531,0.10108269,779.15531,0.11415301,779.15531,0.14658852,779.15531,0.15725829,779.15531,0.13932758,747.71250
TOI-4794 b,TOI-4794,0.0492,14.35870428,308.29355479,,6390.0,3.16002,2.7,F6V,0.00100,0.1,1.23,51.8,0.59806168,1305.44865,1.47628938,1305.44865,1.66717843,1305.44865,2.14089153,1305.44865,2.29672104,1305.44865,1.97988892,1218.93190
TOI-480 b,TOI-480,0.077,2.85372018,20.8,,6174.0,2.89701,2.7,F8V,0.00100,0.1,1.23,30.2,0.38605160,488.61697,0.95295167,488.61697,1.07617144,488.61697,1.38195546,488.61697,1.48254413,488.61697,1.27802753,456.23458
TOI-481 b,TOI-481,0.097,11.09691,486.2799,G,5735.0,2.72001,6.7,G3V,0.00100,0.1,1.23,74.0,0.02457137,289.08565,0.06065337,289.08565,0.06849605,289.08565,0.08795856,289.08565,0.09436081,289.08565,0.09078675,301.26202
TOI-4860 b,TOI-4860,0.01808,8.7,86.7,M3.5 V,3260.0,0.01460,4.5,M3.5V,0.00100,0.6,1.23,35.3,0.05754956,44.66354,0.34529738,108.56226,0.51171645,142.46376,0.92470451,200.47739,1.06055831,214.33021,0.90209164,197.46338
TOI-4914 b,TOI-4914,0.098,12.87,227.0,,5805.0,1.02101,5.3,G2V,0.00100,0.1,1.23,47.0,0.06468910,106.31091,0.15968224,106.31091,0.18032967,106.31091,0.23156866,106.31091,0.24842390,106.31091,0.23309130,108.04325
TOI-4940 b,TOI-4940,0.165,6.61,89.0,G8 V,5504.0,1.11599,9.8,G8V,0.00100,0.1,1.23,41.0,0.02198294,40.99134,0.05426394,40.99134,0.06128044,40.99134,0.07869271,40.99134,0.08442053,40.99134,0.08426618,44.31844
TOI-4961 b,TOI-4961,0.0726,12.34108775,572.0911326,,5380.0,0.62900,8.0,G9V,0.00100,0.1,1.23,76.1,0.01008036,119.33745,0.02488293,119.33745,0.02810037,119.33745,0.03608483,119.33745,0.03871134,119.33745,0.03791104,126.58765
TOI-4994 b,TOI-4994,0.1515,8.54124329,88.99195396,,5640.0,1.02000,6.3,G5V,0.00100,0.1,1.23,36.1,0.05142874,44.44007,0.12694961,44.44007,0.14336461,44.44007,0.18410032,44.44007,0.19750046,44.44007,0.18880763,46.01646
TOI-500 b,TOI-500,0.01189,1.166,1.42,K6 V,4440.0,0.19952,5.0,K5V,0.00100,0.1,1.23,12.3,16.31941436,1411.29009,40.28376844,1411.29009,45.49259157,1411.29009,58.41888457,1411.29009,62.67103187,1411.29009,58.41888457,1424.91768
TOI-5005 b,TOI-5005,0.06614,6.25,32.7,G2 V,5749.0,0.98967,2.2,G2V,0.00100,0.1,1.23,25.6,0.75975835,226.23595,1.87543062,226.23595,2.11792994,226.23595,2.71971986,226.23595,2.91768067,226.23595,2.44053414,204.97260
TOI-5007 b,TOI-5007,0.0307,11.07447293,211.038062248,M1&plusmn;0.5,3793.0,0.08030,4.0,M0.5V,0.00100,0.6,1.23,48.8,0.03821732,85.20072,0.22930390,207.09470,0.33981890,271.76561,0.61407459,382.43313,0.70429192,408.85894,0.58183424,365.85344
TOI-5027 b,TOI-5027,0.093,10.76062147,642.01338214,,5909.0,0.93201,0.4,G0V,0.00100,0.1,1.23,86.4,0.00479123,107.75914,0.01182695,107.75914,0.01335622,107.75914,0.01715126,107.75914,0.01839965,107.75914,0.01047851,66.47080
TOI-5108 b,TOI-5108,0.073,6.6,32.0,,5808.0,1.88387,5.8,G2V,0.00100,0.1,1.23,24.6,1.45984063,353.51210,3.60355344,353.51210,4.06950470,353.51210,5.22581627,353.51210,5.60618883,353.51210,5.31244126,362.84218
TOI-5110 b,TOI-5110,0.2157,11.98240037,921.7023803,,6160.0,7.03008,4.0,F8V,0.00100,0.1,1.23,98.1,0.00450069,151.09835,0.01110976,151.09835,0.01254629,151.09835,0.01611120,151.09835,0.01728388,151.09835,0.01569212,148.58913
TOI-5153 b,TOI-5153,0.158,11.88151954,1036.12060682,F8 V,6300.0,2.91226,5.4,F7V,0.00100,0.1,1.23,104.4,0.00268090,116.65835,0.00661768,116.65835,0.00747337,116.65835,0.00959686,116.65835,0.01029539,116.65835,0.00968003,118.80555
TOI-519 b,TOI-519,0.0159,11.54525012,147.154552441,M V,3322.0,0.01410,5.4,M3.5V,0.00100,0.6,1.23,39.9,0.05829854,55.77322,0.34979126,135.56622,0.51837620,177.90043,0.93673910,250.34447,1.07436098,267.64307,0.95312437,257.18309
TOI-521 b,TOI-521,0.0195,1.98,5.3,M3,3544.0,0.02520,0.8,M2V,0.00100,0.6,1.23,18.3,0.26936671,66.27211,1.61620027,161.08552,2.39514206,211.38882,4.32817560,297.46990,4.96405345,318.02483,2.06610364,143.37180
TOI-5210 b,TOI-5210,0.0557,10.72699453,81.999729006,,5723.0,1.42001,5.3,G3V,0.00100,0.1,1.23,30.9,1.23582868,457.69863,3.05058964,457.69863,3.44504086,457.69863,4.42391690,457.69863,4.74592144,457.69863,4.45300565,465.15681
TOI-5218 b,TOI-5218,0.0469,9.86,657.0,,4230.0,0.15000,6.7,K6V,0.00100,0.1,1.23,91.3,0.00222748,68.19371,0.00549844,68.19371,0.00620940,68.19371,0.00797374,68.19371,0.00855413,68.19371,0.00823013,71.06605
